feature,int_disp,subpix_disp,int_depth,subpix_depth,int_error,subpix_error
3203,3,3.1620289400053556,6.966666666666666,6.60968017578125,1.9139556884765625,0.63636474609375
3204,9,9.197448328655268,2.322222222222222,2.272369384765625,1.7791900634765625,0.51124267578125
3205,3,3.0070833296742863,6.966666666666666,6.950256347656249,1.5337982177734375,0.548175048828125
3206,3,3.1885281163576766,6.966666666666666,6.55474853515625,1.68841552734375,0.6730712890625
3207,8,7.54025499306366,2.6125,2.77178955078125,1.995025634765625,0.699517822265625
3208,5,5.399288873471511,4.18,3.870880126953125,1.538330078125,0.6377197265625
3209,9,8.963317016988194,2.322222222222222,2.33172607421875,1.68328857421875,0.66854248046875
3210,4,4.126330503521699,5.225,5.065032958984375,1.7688751220703125,0.522540283203125
3211,5,5.2731158951615384,4.18,3.9635009765625,1.824462890625,0.52149658203125
3212,4,3.6908060100454847,5.225,5.6627197265625,1.6240692138671875,0.63056640625
3213,8,7.967462422634836,2.6125,2.6231689453125,1.984161376953125,0.65184326171875
3214,7,6.5834618268509795,2.9857142857142853,3.17462158203125,1.75506591796875,0.6191162109375
3215,3,3.0568119228176984,6.966666666666666,6.837188720703125,1.8014068603515625,0.554925537109375
3216,7,7.067170247456297,2.9857142857142853,2.95733642578125,1.71368408203125,0.6868896484375
3217,4,3.699578642580868,5.225,5.6492919921875,1.73974609375,0.6662109375
3218,6,6.440142560254276,3.483333333333333,3.245269775390625,1.99346923828125,0.69378662109375
3219,4,3.5462285302996563,5.225,5.893585205078125,1.622467041015625,0.6671630859375
3400,3,3.1425860154364322,6.966666666666666,6.65057373046875,1.7557373046875,0.5430908203125
3401,3,3.4763843838356148,6.966666666666666,6.011993408203125,1.7976531982421875,0.53453369140625
3402,6,6.404608579364263,3.483333333333333,3.263275146484375,1.761199951171875,0.62216796875
3403,7,7.179411055550314,2.9857142857142853,2.911102294921875,1.991180419921875,0.54488525390625
3404,6,6.353804761286252,3.483333333333333,3.28936767578125,1.9635467529296875,0.648687744140625
3405,3,3.467671243974561,6.966666666666666,6.027099609375,1.6887359619140625,0.507159423828125
3406,5,4.757695246828671,4.18,4.39288330078125,1.68511962890625,0.65335693359375
3407,8,7.6767573505509406,2.6125,2.722503662109375,1.7700347900390625,0.51962890625
3408,5,4.926065628012026,4.18,4.24273681640625,1.912506103515625,0.53302001953125
3409,8,7.874025018395879,2.6125,2.654296875,1.641143798828125,0.653765869140625
3410,3,3.3713095829990003,6.966666666666666,6.199371337890625,1.6629638671875,0.6772216796875
3411,3,3.4244100984544303,6.966666666666666,6.103240966796875,1.635650634765625,0.54378662109375
3412,6,5.66643665036695,3.483333333333333,3.6883850097656254,1.9776763916015625,0.53692626953125
3413,10,9.532210561478717,2.09,2.19256591796875,1.8116455078125,0.658392333984375
3414,4,3.920582089637682,5.225,5.330841064453125,1.558990478515625,0.56077880859375
3415,4,3.671120497879936,5.225,5.693084716796875,1.6347503662109375,0.60936279296875
3416,5,5.453896202148585,4.18,3.8321228027343746,1.680999755859375,0.620855712890625
3417,5,5.181946262513146,4.18,4.033233642578125,1.864776611328125,0.515069580078125
3418,4,4.0730767629549005,5.225,5.131256103515625,1.7172393798828125,0.57451171875
3419,4,3.67230161241025,5.225,5.691253662109375,1.6734619140625,0.59156494140625
3600,5,4.86137596183878,4.18,4.2991943359375,1.754241943359375,0.6286376953125
3601,9,9.088210626891023,2.322222222222222,2.2996826171875,1.937713623046875,0.667742919921875
3602,4,3.550825162932737,5.225,5.885955810546875,1.688934326171875,0.5279541015625
3603,9,9.279072162154838,2.322222222222222,2.25238037109375,1.804840087890625,0.606036376953125
3604,7,6.6645050164945845,2.9857142857142853,3.136016845703125,1.7377777099609375,0.63583984375
3605,3,3.440667986294625,6.966666666666666,6.07440185546875,1.7259674072265625,0.612176513671875
3606,6,5.813874834459574,3.483333333333333,3.5948486328125,1.5608367919921875,0.6285400390625
3607,3,3.0477655247300914,6.966666666666666,6.85748291015625,1.8430328369140625,0.634893798828125
3608,5,5.266222721190963,4.18,3.96868896484375,1.9980926513671875,0.657720947265625
3609,4,4.348924280525286,5.225,4.8057861328125,1.55523681640625,0.619915771484375
3610,3,3.029363341605071,6.966666666666666,6.899139404296875,1.571990966796875,0.513800048828125
3611,3,3.0631695709736286,6.966666666666666,6.822998046875,1.94378662109375,0.688970947265625
3612,7,6.876292220571107,2.9857142857142853,3.0394287109375,1.934326171875,0.549652099609375
3613,8,8.382922052487269,2.6125,2.4931640625000004,1.9356689453125,0.64757080078125
3614,4,4.123597521691223,5.225,5.068389892578125,1.9844818115234375,0.5444091796875
3615,4,3.7240210765574955,5.225,5.612213134765625,1.699859619140625,0.503900146484375
3616,4,4.432952081351017,5.225,4.714691162109375,1.8188629150390625,0.549151611328125
3617,4,4.469987141915397,5.225,4.675628662109375,1.57305908203125,0.522760009765625
3618,8,7.5585634505441135,2.6125,2.76507568359375,1.6432037353515625,0.521630859375
3619,3,3.4890476141956124,6.966666666666666,5.99017333984375,1.68560791015625,0.64619140625
3800,3,3.3422701141010998,6.966666666666666,6.25323486328125,1.6768341064453125,0.537371826171875
3801,6,5.5280758116332755,3.483333333333333,3.78070068359375,1.6573333740234375,0.621136474609375
3802,3,3.3974838274397743,6.966666666666666,6.151611328125,1.6239166259765625,0.5387451171875
3803,4,4.178571777224581,5.225,5.001708984375,1.8567352294921875,0.54163818359375
3804,4,4.298562022583337,5.225,4.862091064453125,1.927642822265625,0.560614013671875
3805,4,3.6936923914978075,5.225,5.658294677734375,1.7629547119140625,0.50457763671875
3806,7,6.7978004089492385,2.9857142857142853,3.07452392578125,1.6839447021484375,0.52554931640625
3807,6,6.048533022450673,3.483333333333333,3.45538330078125,1.60430908203125,0.547723388671875
3808,4,4.131807349578584,5.225,5.058319091796876,1.801239013671875,0.576824951171875
3809,5,4.736963258078796,4.18,4.412109375,1.828369140625,0.5571044921875
3810,6,5.9926951986769454,3.483333333333333,3.4875793457031246,1.98541259765625,0.552825927734375
3811,7,7.064254327151197,2.9857142857142853,2.95855712890625,1.6079254150390625,0.527960205078125
3812,7,7.030171635049683,2.9857142857142853,2.972900390625,1.9660797119140625,0.545867919921875
3813,6,6.146242349182416,3.483333333333333,3.40045166015625,1.7174835205078125,0.5615478515625
3814,5,4.977080108429444,4.18,4.199249267578125,1.565216064453125,0.632623291015625
3815,5,4.513587862730754,4.18,4.630462646484375,1.9719390869140625,0.5234375
3816,7,7.216100141192337,2.9857142857142853,2.89630126953125,1.64996337890625,0.665960693359375
3817,9,8.634464672953754,2.322222222222222,2.4205322265625,1.636566162109375,0.583880615234375
3818,3,3.197908067016567,6.966666666666666,6.5355224609375,1.9281005859375,0.599066162109375
3819,3,3.2322445146096155,6.966666666666666,6.466094970703125,1.6934356689453125,0.596282958984375
